Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Identifier,Strand,Distance
3R,25474000,25475000,0.0,0.0,3R,25407570,25408142,FBgn0263402,GD28522,-,65859
3R,25486000,25487000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-76468
3R,25496000,25497000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-66468
3R,25518364,25519364,1.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-44104
3R,25529000,25530000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-33468
3R,25537000,25538000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-25468
3R,25538000,25539000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-24468
3R,25543000,25544000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-19468
3R,25549000,25550000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-13468
3R,25560000,25561000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,-2468
3R,25570110,25571110,1.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,6173
3R,25577000,25578000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,13063
3R,25583000,25584000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,19063
3R,25594754,25595754,1.0,1.0,3R,25563467,25563938,FBgn0261704,GD28075,-,30817
3R,25616000,25617000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,52063
3R,25627000,25628000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,63063
3R,25632000,25633000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,68063
3R,25646000,25647000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,82063
3R,25660000,25661000,0.0,0.0,3R,25563467,25563938,FBgn0261704,GD28075,-,96063
3R,25665758,25666758,1.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-97556
3R,25666708,25667708,1.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-96606
3R,25683000,25684000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-80314
3R,25689000,25690000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-74314
3R,25698000,25699000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-65314
3R,25703000,25704000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-60314
3R,25714000,25715000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-49314
3R,25724000,25725000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-39314
3R,25728671,25729671,1.0,1.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-34643
3R,25741000,25742000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-22314
3R,25746774,25747774,0.0,1.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-16540
3R,25754000,25755000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-9314
3R,25759000,25760000,0.0,0.0,3R,25764313,25765368,FBgn0266259,GD29086,-,-4314
3R,25770000,25771000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,-2073
3R,25771000,25772000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,-1073
3R,25773000,25774000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,0
3R,25777000,25778000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,2217
3R,25787000,25788000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,12217
3R,25788000,25789000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,13217
3R,25792000,25793000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,17217
3R,25794000,25795000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,19217
3R,25795000,25796000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,20217
3R,25800000,25801000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,25217
3R,25805000,25806000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,30217
3R,25823000,25824000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,48217
3R,25832000,25833000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,57217
3R,25840000,25841000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,65217
3R,25849000,25850000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,74217
3R,25858000,25859000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,83217
3R,25866000,25867000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,91217
3R,25882578,25883578,1.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,107795
3R,25885000,25886000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,110217
3R,25886000,25887000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,111217
3R,25889000,25890000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,114217
3R,25900000,25901000,0.0,0.0,3R,25773072,25774784,FBgn0039792,GD16925,-,125217
3R,25903088,25904088,1.0,1.0,3R,25773072,25774784,FBgn0039792,GD16925,-,128305
3R,25910021,25911021,0.0,1.0,3R,25773072,25774784,FBgn0039792,GD16925,-,135238
3R,25925000,25926000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-147693
3R,25926302,25927302,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-146391
3R,25927000,25928000,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-145693
3R,25931692,25932692,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-141001
3R,25941146,25942146,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-131547
3R,25944126,25945126,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-128567
3R,25954000,25955000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-118693
3R,25961000,25962000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-111693
3R,25969000,25970000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-103693
3R,25979000,25980000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-93693
3R,25980000,25981000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-92693
3R,25985000,25986000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-87693
3R,25987000,25988000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-85693
3R,25988000,25989000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-84693
3R,25994000,25995000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-78693
3R,25996000,25997000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-76693
3R,25998000,25999000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-74693
3R,26002000,26003000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-70693
3R,26010900,26011900,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-61793
3R,26030000,26031000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-42693
3R,26036000,26037000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-36693
3R,26038000,26039000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-34693
3R,26045000,26046000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-27693
3R,26059000,26060000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-13693
3R,26062000,26063000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-10693
3R,26063000,26064000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-9693
3R,26072000,26073000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,-693
3R,26073000,26074000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,0
3R,26076000,26077000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,1796
3R,26097000,26098000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,22796
3R,26099000,26100000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,24796
3R,26102000,26103000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,27796
3R,26119000,26120000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,44796
3R,26124000,26125000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,49796
3R,26150000,26151000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,75796
3R,26174000,26175000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,99796
3R,26185682,26186682,0.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,111478
3R,26217000,26218000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,142796
3R,26229000,26230000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,154796
3R,26241000,26242000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,166796
3R,26248000,26249000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,173796
3R,26251000,26252000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,176796
3R,26252000,26253000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,177796
3R,26265000,26266000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,190796
3R,26277000,26278000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,202796
3R,26278000,26279000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,203796
3R,26284740,26285740,1.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,210536
3R,26293941,26294941,1.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,219737
3R,26321000,26322000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,246796
3R,26334000,26335000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,259796
3R,26340119,26341119,1.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,265915
3R,26342742,26343742,1.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,268538
3R,26354142,26355142,0.0,1.0,3R,26073692,26074205,FBgn0039811,GD16730,-,279938
3R,26373000,26374000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,298796
3R,26376000,26377000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,301796
3R,26379000,26380000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,304796
3R,26380000,26381000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,305796
3R,26413000,26414000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,338796
3R,26419000,26420000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,344796
3R,26421000,26422000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,346796
3R,26431000,26432000,0.0,0.0,3R,26073692,26074205,FBgn0039811,GD16730,-,356796
3R,26444585,26445585,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-363414
3R,26448000,26449000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-359999
3R,26452287,26453287,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-355712
3R,26457000,26458000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-350999
3R,26457854,26458854,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-350145
3R,26476000,26477000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-331999
3R,26489000,26490000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-318999
3R,26499511,26500511,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-308488
3R,26510000,26511000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-297999
3R,26514856,26515856,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-293143
3R,26516357,26517357,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-291642
3R,26530000,26531000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-277999
3R,26534000,26535000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-273999
3R,26540482,26541482,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-267517
3R,26559051,26560051,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-248948
3R,26578000,26579000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-229999
3R,26590000,26591000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-217999
3R,26608000,26609000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-199999
3R,26610000,26611000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-197999
3R,26616000,26617000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-191999
3R,26623000,26624000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-184999
3R,26628000,26629000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-179999
3R,26634591,26635591,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-173408
3R,26642000,26643000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-165999
3R,26653000,26654000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-154999
3R,26671000,26672000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-136999
3R,26699000,26700000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-108999
3R,26701074,26702074,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-106925
3R,26727441,26728441,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-80558
3R,26745000,26746000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-62999
3R,26757969,26758969,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-50030
3R,26780000,26781000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-27999
3R,26787000,26788000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-20999
3R,26796000,26797000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-11999
3R,26800000,26801000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,-7999
3R,26819000,26820000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,9505
3R,26824633,26825633,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,15138
3R,26828000,26829000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,18505
3R,26833000,26834000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,23505
3R,26834000,26835000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,24505
3R,26846645,26847645,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,37150
3R,26851000,26852000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,41505
3R,26855000,26856000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,45505
3R,26868000,26869000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,58505
3R,26874000,26875000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,64505
3R,26882000,26883000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,72505
3R,26894609,26895609,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,85114
3R,26897000,26898000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,87505
3R,26918000,26919000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,108505
3R,26921000,26922000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,111505
3R,26929000,26930000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,119505
3R,26931000,26932000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,121505
3R,26934000,26935000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,124505
3R,26941767,26942767,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,132272
3R,26951000,26952000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,141505
3R,26955887,26956887,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,146392
3R,26971120,26972120,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,161625
3R,26980512,26981512,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,171017
3R,26989000,26990000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,179505
3R,27012000,27013000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,202505
3R,27013000,27014000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,203505
3R,27025251,27026251,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,215756
3R,27031154,27032154,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,221659
3R,27037000,27038000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,227505
3R,27037805,27038805,1.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,228310
3R,27042385,27043385,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,232890
3R,27046000,27047000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,236505
3R,27048000,27049000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,238505
3R,27050000,27051000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,240505
3R,27054000,27055000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,244505
3R,27069000,27070000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,259505
3R,27070314,27071314,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,260819
3R,27091000,27092000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,281505
3R,27095000,27096000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,285505
3R,27104000,27105000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,294505
3R,27108000,27109000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,298505
3R,27122000,27123000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,312505
3R,27126000,27127000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,316505
3R,27133000,27134000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,323505
3R,27140000,27141000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,330505
3R,27154694,27155694,1.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,345199
3R,27159000,27160000,0.0,0.0,3R,26808998,26809496,FBgn0261583,GD29473,-,349505
3R,27159727,27160727,0.0,1.0,3R,26808998,26809496,FBgn0261583,GD29473,-,350232
4,12000,13000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,19000,20000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,27000,28000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,37000,38000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,38004,39004,1.0,1.0,.,-1,-1,.,-1,.,-1
4,47000,48000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,62000,63000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,71000,72000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,113000,114000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,116000,117000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,141000,142000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,145000,146000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,164175,165175,1.0,1.0,.,-1,-1,.,-1,.,-1
4,167000,168000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,184000,185000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,192747,193747,1.0,1.0,.,-1,-1,.,-1,.,-1
4,197000,198000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,201000,202000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,205000,206000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,206000,207000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,213000,214000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,224000,225000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,230000,231000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,234404,235404,0.0,1.0,.,-1,-1,.,-1,.,-1
4,239149,240149,0.0,1.0,.,-1,-1,.,-1,.,-1
4,257168,258168,1.0,0.0,.,-1,-1,.,-1,.,-1
4,262000,263000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,267000,268000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,269177,270177,1.0,1.0,.,-1,-1,.,-1,.,-1
4,285000,286000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,307000,308000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,328512,329512,1.0,1.0,.,-1,-1,.,-1,.,-1
4,331015,332015,1.0,1.0,.,-1,-1,.,-1,.,-1
4,344298,345298,1.0,1.0,.,-1,-1,.,-1,.,-1
4,346923,347923,1.0,1.0,.,-1,-1,.,-1,.,-1
4,358000,359000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,360000,361000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,369883,370883,1.0,1.0,.,-1,-1,.,-1,.,-1
4,376000,377000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,381000,382000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,386000,387000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,403000,404000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,407809,408809,1.0,1.0,.,-1,-1,.,-1,.,-1
4,409403,410403,1.0,1.0,.,-1,-1,.,-1,.,-1
4,423495,424495,0.0,1.0,.,-1,-1,.,-1,.,-1
4,448000,449000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,451000,452000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,453000,454000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,455314,456314,1.0,1.0,.,-1,-1,.,-1,.,-1
4,459000,460000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,463000,464000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,465000,466000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,472000,473000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,479126,480126,1.0,1.0,.,-1,-1,.,-1,.,-1
4,481000,482000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,503832,504832,1.0,1.0,.,-1,-1,.,-1,.,-1
4,515000,516000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,530000,531000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,537000,538000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,542281,543281,1.0,0.0,.,-1,-1,.,-1,.,-1
4,549000,550000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,554000,555000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,586000,587000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,593000,594000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,598000,599000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,599000,600000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,609000,610000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,614000,615000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,642000,643000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,645000,646000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,653000,654000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,656000,657000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,662306,663306,1.0,1.0,.,-1,-1,.,-1,.,-1
4,687000,688000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,689147,690147,1.0,1.0,.,-1,-1,.,-1,.,-1
4,697000,698000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,701000,702000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,710000,711000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,715741,716741,1.0,0.0,.,-1,-1,.,-1,.,-1
4,720000,721000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,732000,733000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,734000,735000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,735000,736000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,750000,751000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,761000,762000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,769107,770107,1.0,1.0,.,-1,-1,.,-1,.,-1
4,774000,775000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,777000,778000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,779000,780000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,781000,782000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,786000,787000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,793000,794000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,796000,797000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,817000,818000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,821000,822000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,822000,823000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,823000,824000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,836504,837504,1.0,1.0,.,-1,-1,.,-1,.,-1
4,856507,857507,1.0,1.0,.,-1,-1,.,-1,.,-1
4,865366,866366,1.0,1.0,.,-1,-1,.,-1,.,-1
4,869014,870014,1.0,1.0,.,-1,-1,.,-1,.,-1
4,871000,872000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,876000,877000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,877000,878000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,883000,884000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,885000,886000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,898000,899000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,906000,907000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,920000,921000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,921000,922000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,925000,926000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,926782,927782,1.0,1.0,.,-1,-1,.,-1,.,-1
4,944000,945000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,949000,950000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,959000,960000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,960000,961000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,962897,963897,1.0,0.0,.,-1,-1,.,-1,.,-1
4,965000,966000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,970000,971000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,999000,1000000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,1005000,1006000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,1007000,1008000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,1009000,1010000,0.0,0.0,.,-1,-1,.,-1,.,-1
4,1010000,1011000,0.0,0.0,.,-1,-1,.,-1,.,-1
