Peak_chr	Peak_Start	Peak_End	label_head	label_testis	Gene_chr	Gene_Start	Gene_End	Gene_ID	Gene_Symbol	Transcript_ID	Transcript_Symbol	signed_distance
X	7734368	7735368	1.0	1.0	X	7731779	7734651	FBgn0029958	Pdp	FBtr0071076	Pdp-RA	0
X	7734368	7735368	1.0	1.0	X	7734923	7736756	FBgn0029959	Rab39	FBtr0071072	Rab39-RA	0
X	7737072	7738072	1.0	1.0	X	7736893	7739978	FBgn0016041	Tom40	FBtr0071073	Tom40-RA	0
X	7767847	7768847	0.0	1.0	X	7768737	7769161	FBgn0085367	CG34338	FBtr0303204	CG34338-RB	0
X	7769951	7770951	0.0	1.0	X	7768737	7769161	FBgn0085367	CG34338	FBtr0303204	CG34338-RB	-790
X	7824948	7825948	0.0	1.0	X	7826197	7842679	FBgn0029962	CARPA	FBtr0300019	CARPA-RB	249
X	7825543	7826543	0.0	1.0	X	7826197	7842679	FBgn0029962	CARPA	FBtr0300019	CARPA-RB	0
X	7855116	7856116	0.0	1.0	X	7852481	7854244	FBgn0029963	CG10920	FBtr0071150	CG10920-RA	-872
X	7878874	7879874	0.0	1.0	X	7879800	7881679	FBgn0259189	Ir7e	FBtr0299673	Ir7e-RA	0
X	7888120	7889120	1.0	1.0	X	7887130	7888785	FBgn0029969	CG10932	FBtr0071143	CG10932-RA	0
X	7888120	7889120	1.0	1.0	X	7889066	7891646	FBgn0029970	Nek2	FBtr0071142	Nek2-RA	0
X	7893284	7894284	1.0	1.0	X	7893053	7893798	FBgn0266490	CG45089	FBtr0344535	CG45089-RA	0
X	7893284	7894284	1.0	1.0	X	7893053	7893798	FBgn0029971	ND-MNLL	FBtr0071140	ND-MNLL-RA	0
X	7893284	7894284	1.0	1.0	X	7894031	7896991	FBgn0040087	p115	FBtr0071089	p115-RA	0
X	7900535	7901535	1.0	1.0	X	7898438	7901302	FBgn0053222	CR33222	FBtr0300634	CR33222-RB	0
X	7900535	7901535	1.0	1.0	X	7899624	7901331	FBgn0261592	RpS6	FBtr0071135	RpS6-RB	0
X	7900535	7901535	1.0	1.0	X	7901062	7901203	FBgn0082924	snoRNA:Or-aca2	FBtr0113562	snoRNA:Or-aca2-RA	0
X	7901502	7902502	1.0	1.0	X	7901880	7903643	FBgn0010292	bys	FBtr0071090	bys-RA	0
X	7907849	7908849	1.0	1.0	X	7903704	7908286	FBgn0029974	dpr14	FBtr0071134	dpr14-RA	0
X	7911878	7912878	1.0	1.0	X	7908931	7911885	FBgn0029975	spidey	FBtr0071091	spidey-RA	0
X	7911878	7912878	1.0	1.0	X	7912089	7918444	FBgn0029976	snz	FBtr0071092	snz-RA	0
X	7920119	7921119	1.0	1.0	X	7918517	7920131	FBgn0029977	hdm	FBtr0071133	hdm-RA	0
X	7920119	7921119	1.0	1.0	X	7920409	7921966	FBgn0260858	Ykt6	FBtr0071093	Ykt6-RA	0
X	7922823	7923823	1.0	1.0	X	7922158	7931382	FBgn0029979	mahe	FBtr0071132	mahe-RB	0
X	7930243	7931243	1.0	1.0	X	7922158	7931382	FBgn0029979	mahe	FBtr0071132	mahe-RB	0
X	7932870	7933870	1.0	1.0	X	7931745	7933351	FBgn0029980	Dhdds	FBtr0071131	Dhdds-RA	0
X	7932870	7933870	1.0	1.0	X	7933742	7934677	FBgn0004403	RpS14a	FBtr0071094	RpS14a-RB	0
X	7935575	7936575	1.0	1.0	X	7934898	7935792	FBgn0004404	RpS14b	FBtr0071096	RpS14b-RA	0
X	7935575	7936575	1.0	1.0	X	7935896	7953883	FBgn0260970	Ubr3	FBtr0301748	Ubr3-RA	0
X	7937708	7938708	1.0	1.0	X	7935896	7953883	FBgn0260970	Ubr3	FBtr0301748	Ubr3-RA	0
X	7944413	7945413	1.0	1.0	X	7935896	7953883	FBgn0260970	Ubr3	FBtr0301748	Ubr3-RA	0
X	7944413	7945413	1.0	1.0	X	7941478	7946908	FBgn0027280	orion	FBtr0071129	orion-RA	0
X	7946526	7947526	1.0	1.0	X	7935896	7953883	FBgn0260970	Ubr3	FBtr0301748	Ubr3-RA	0
X	7946526	7947526	1.0	1.0	X	7941478	7946908	FBgn0027280	orion	FBtr0071129	orion-RA	0
X	7958889	7959889	1.0	1.0	X	7956820	7968236	FBgn0003656	sws	FBtr0071125	sws-RA	0
X	7958889	7959889	1.0	1.0	X	7959274	7960898	FBgn0267180	asRNA:CR45620	FBtr0346307	asRNA:CR45620-RA	0
X	7965455	7966455	1.0	0.0	X	7956820	7968236	FBgn0003656	sws	FBtr0071125	sws-RA	0
X	7965455	7966455	1.0	0.0	X	7964024	7986601	FBgn0003447	sn	FBtr0071101	sn-RA	0
X	7967334	7968334	1.0	1.0	X	7956820	7968236	FBgn0003656	sws	FBtr0071125	sws-RA	0
X	7967334	7968334	1.0	1.0	X	7964024	7986601	FBgn0003447	sn	FBtr0071101	sn-RA	0
X	7969071	7970071	1.0	1.0	X	7964024	7986601	FBgn0003447	sn	FBtr0071101	sn-RA	0
X	7978499	7979499	0.0	1.0	X	7964024	7986601	FBgn0003447	sn	FBtr0071101	sn-RA	0
X	7979123	7980123	0.0	1.0	X	7964024	7986601	FBgn0003447	sn	FBtr0071101	sn-RA	0
X	7994839	7995839	1.0	1.0	X	7995697	8027394	FBgn0010329	Tbh	FBtr0089999	Tbh-RB	0
X	7999825	8000825	0.0	1.0	X	7995697	8027394	FBgn0010329	Tbh	FBtr0089999	Tbh-RB	0
X	8011270	8012270	0.0	1.0	X	7995697	8027394	FBgn0010329	Tbh	FBtr0089999	Tbh-RB	0
X	8025280	8026280	0.0	1.0	X	7995697	8027394	FBgn0010329	Tbh	FBtr0089999	Tbh-RB	0
X	8026032	8027032	0.0	1.0	X	7995697	8027394	FBgn0010329	Tbh	FBtr0089999	Tbh-RB	0
X	8034054	8035054	1.0	1.0	X	8035741	8037517	FBgn0029990	CG2233	FBtr0071123	CG2233-RA	687
X	8048984	8049984	1.0	0.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8050900	8051900	1.0	0.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8056313	8057313	1.0	1.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8057422	8058422	1.0	1.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8058169	8059169	1.0	1.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8059996	8060996	1.0	1.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8060954	8061954	1.0	1.0	X	8037808	8061436	FBgn0004656	fs(1)h	FBtr0071118	fs(1)h-RA	0
X	8060954	8061954	1.0	1.0	X	8061645	8070237	FBgn0004657	mys	FBtr0071105	mys-RA	0
X	8062749	8063749	1.0	1.0	X	8061645	8070237	FBgn0004657	mys	FBtr0071105	mys-RA	0
X	8074859	8075859	1.0	1.0	X	8070244	8075466	FBgn0029992	Upf2	FBtr0071117	Upf2-RA	0
X	8081401	8082401	1.0	1.0	X	8078350	8081605	FBgn0029994	Ldsdh1	FBtr0071116	Ldsdh1-RA	0
X	8083041	8084041	0.0	1.0	X	8084018	8087213	FBgn0029995	CG2256	FBtr0301736	CG2256-RC	0
X	8090646	8091646	1.0	1.0	X	8087544	8094064	FBgn0029996	UbcE2H	FBtr0071112	UbcE2H-RA	0
X	8091713	8092713	1.0	1.0	X	8087544	8094064	FBgn0029996	UbcE2H	FBtr0071112	UbcE2H-RA	0
X	8092858	8093858	1.0	1.0	X	8087544	8094064	FBgn0029996	UbcE2H	FBtr0071112	UbcE2H-RA	0
X	8099629	8100629	0.0	1.0	X	8094250	8102095	FBgn0029997	CG2258	FBtr0071110	CG2258-RB	0
X	8100990	8101990	1.0	1.0	X	8094250	8102095	FBgn0029997	CG2258	FBtr0071110	CG2258-RB	0
X	8108823	8109823	0.0	1.0	X	8102181	8116147	FBgn0040319	Gclc	FBtr0071107	Gclc-RA	0
X	8110646	8111646	0.0	1.0	X	8102181	8116147	FBgn0040319	Gclc	FBtr0071107	Gclc-RA	0
X	8111456	8112456	1.0	0.0	X	8102181	8116147	FBgn0040319	Gclc	FBtr0071107	Gclc-RA	0
X	8113607	8114607	1.0	1.0	X	8102181	8116147	FBgn0040319	Gclc	FBtr0071107	Gclc-RA	0
X	8114992	8115992	1.0	1.0	X	8102181	8116147	FBgn0040319	Gclc	FBtr0071107	Gclc-RA	0
X	8116630	8117630	0.0	1.0	X	8117012	8119130	FBgn0029999	CG1575	FBtr0071151	CG1575-RA	0
X	8120592	8121592	0.0	1.0	X	8119082	8121147	FBgn0030000	CG2260	FBtr0071194	CG2260-RA	0
X	8120592	8121592	0.0	1.0	X	8121280	8135713	FBgn0030001	cyr	FBtr0071193	cyr-RB	0
X	8129418	8130418	1.0	1.0	X	8121280	8135713	FBgn0030001	cyr	FBtr0071193	cyr-RB	0
X	8129418	8130418	1.0	1.0	X	8129812	8131783	FBgn0030003	CG2116	FBtr0071152	CG2116-RA	0
X	8131502	8132502	1.0	1.0	X	8121280	8135713	FBgn0030001	cyr	FBtr0071193	cyr-RB	0
X	8131502	8132502	1.0	1.0	X	8129812	8131783	FBgn0030003	CG2116	FBtr0071152	CG2116-RA	0
X	8131502	8132502	1.0	1.0	X	8132285	8134967	FBgn0030004	CG10958	FBtr0071153	CG10958-RA	0
X	8141341	8142341	1.0	1.0	X	8137041	8142279	FBgn0025800	Smox	FBtr0071192	Smox-RA	0
X	8143244	8144244	1.0	0.0	X	8142550	8143835	FBgn0030006	CG17982	FBtr0071191	CG17982-RA	0
X	8143244	8144244	1.0	0.0	X	8143904	8145602	FBgn0030007	alpha-PheRS	FBtr0071190	alpha-PheRS-RA	0
X	8145186	8146186	1.0	0.0	X	8143904	8145602	FBgn0030007	alpha-PheRS	FBtr0071190	alpha-PheRS-RA	0
X	8145186	8146186	1.0	0.0	X	8145839	8147855	FBgn0030008	CG2129	FBtr0071155	CG2129-RA	0
X	8151671	8152671	0.0	1.0	X	8150731	8152275	FBgn0030011	Gbeta5	FBtr0071189	Gbeta5-RA	0
X	8152503	8153503	1.0	1.0	X	8152948	8154533	FBgn0030012	CG18262	FBtr0071158	CG18262-RA	0
X	8157086	8158086	1.0	1.0	X	8154599	8157386	FBgn0265464	Traf6	FBtr0071188	Traf6-RA	0
X	8157086	8158086	1.0	1.0	X	8157628	8159348	FBgn0030013	GIIIspla2	FBtr0303457	GIIIspla2-RB	0
X	8158679	8159679	0.0	1.0	X	8157628	8159348	FBgn0030013	GIIIspla2	FBtr0303457	GIIIspla2-RB	0
X	8167316	8168316	1.0	0.0	X	8165833	8170266	FBgn0030017	CG2278	FBtr0071185	CG2278-RA	0
X	8176347	8177347	1.0	1.0	X	8170229	8177185	FBgn0030018	slpr	FBtr0071184	slpr-RA	0
X	8177813	8178813	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8179635	8180635	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8184767	8185767	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8186782	8187782	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8188299	8189299	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8192826	8193826	1.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8194182	8195182	1.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8196321	8197321	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8202309	8203309	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8206380	8207380	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8211245	8212245	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8213676	8214676	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8215557	8216557	1.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8218050	8219050	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8218805	8219805	1.0	0.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8220015	8221015	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8220649	8221649	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8226601	8227601	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8227488	8228488	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8229065	8230065	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8229910	8230910	1.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8231398	8232398	1.0	0.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8232790	8233790	1.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8234409	8235409	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8240248	8241248	0.0	1.0	X	8178549	8240474	FBgn0261873	sdt	FBtr0340141	sdt-RO	0
X	8240248	8241248	0.0	1.0	X	8240684	8241483	FBgn0030025	CG2147	FBtr0071166	CG2147-RA	0
X	8242908	8243908	1.0	1.0	X	8241501	8244016	FBgn0030026	sni	FBtr0071183	sni-RA	0
X	8242908	8243908	1.0	1.0	X	8242528	8248033	FBgn0020653	Trxr-1	FBtr0071167	Trxr-1-RA	0
X	8247507	8248507	0.0	1.0	X	8242528	8248033	FBgn0020653	Trxr-1	FBtr0071167	Trxr-1-RA	0
X	8247969	8248969	1.0	0.0	X	8242528	8248033	FBgn0020653	Trxr-1	FBtr0071167	Trxr-1-RA	0
X	8247969	8248969	1.0	0.0	X	8248651	8251687	FBgn0017566	ND-75	FBtr0071180	ND-75-RA	0
X	8249807	8250807	0.0	1.0	X	8248651	8251687	FBgn0017566	ND-75	FBtr0071180	ND-75-RA	0
X	8251102	8252102	1.0	1.0	X	8248651	8251687	FBgn0017566	ND-75	FBtr0071180	ND-75-RA	0
X	8271071	8272071	1.0	1.0	X	8252670	8272462	FBgn0030027	CG1632	FBtr0071170	CG1632-RA	0
X	8271071	8272071	1.0	1.0	X	8269898	8271409	FBgn0030028	Corp	FBtr0071179	Corp-RA	0
X	8273153	8274153	1.0	1.0	X	8272324	8273806	FBgn0030029	CG15343	FBtr0071178	CG15343-RA	0
X	8273153	8274153	1.0	1.0	X	8273412	8276450	FBgn0030030	CG1636	FBtr0071171	CG1636-RA	0
X	8275718	8276718	1.0	1.0	X	8273412	8276450	FBgn0030030	CG1636	FBtr0071171	CG1636-RA	0
X	8275718	8276718	1.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8281178	8282178	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8292973	8293973	1.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8295616	8296616	1.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8307686	8308686	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8315255	8316255	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8316943	8317943	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8319133	8320133	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8324686	8325686	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8324686	8325686	0.0	1.0	X	8324491	8325189	FBgn0263778	lncRNA:CR43695	FBtr0347241	lncRNA:CR43695-RB	0
X	8331060	8332060	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8331743	8332743	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8332539	8333539	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8333450	8334450	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8334458	8335458	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8344815	8345815	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8350622	8351622	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8353224	8354224	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8366648	8367648	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	0
X	8367553	8368553	0.0	1.0	X	8276200	8367169	FBgn0015519	nAChRalpha3	FBtr0289988	nAChRalpha3-RB	-384
X	8384746	8385746	0.0	1.0	X	8385781	8389504	FBgn0030033	CG1387	FBtr0071173	CG1387-RA	35
X	8388599	8389599	1.0	0.0	X	8385781	8389504	FBgn0030033	CG1387	FBtr0071173	CG1387-RA	0
X	8395999	8396999	0.0	1.0	X	8397157	8398298	FBgn0040928	CR15345	FBtr0445213	CR15345-RB	158
X	8398357	8399357	1.0	1.0	X	8398940	8404516	FBgn0030034	CG10555	FBtr0071174	CG10555-RA	0
X	8408783	8409783	1.0	1.0	X	8408008	8411658	FBgn0262976	lawc	FBtr0307286	lawc-RC	0
X	8408783	8409783	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8409765	8410765	1.0	1.0	X	8408008	8411658	FBgn0262976	lawc	FBtr0307286	lawc-RC	0
X	8409765	8410765	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8411028	8412028	1.0	1.0	X	8408008	8411658	FBgn0262976	lawc	FBtr0307286	lawc-RC	0
X	8411028	8412028	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8412233	8413233	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8418074	8419074	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8419203	8420203	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8420609	8421609	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8422006	8423006	1.0	1.0	X	8409272	8433011	FBgn0261793	Trf2	FBtr0333750	Trf2-RI	0
X	8436819	8437819	1.0	1.0	X	8433923	8437820	FBgn0030037	Miga	FBtr0071246	Miga-RA	0
X	8436819	8437819	1.0	1.0	X	8437057	8441264	FBgn0030038	CG1440	FBtr0071197	CG1440-RA	0
X	8441779	8442779	0.0	1.0	X	8441247	8442348	FBgn0030039	CG12123	FBtr0071245	CG12123-RA	0
X	8460378	8461378	1.0	0.0	X	8458494	8460898	FBgn0030040	CG15347	FBtr0071242	CG15347-RA	0
X	8461084	8462084	0.0	1.0	X	8461479	8463349	FBgn0023506	Es2	FBtr0071198	Es2-RA	0
X	8464269	8465269	1.0	1.0	X	8463296	8464438	FBgn0014032	Sptr	FBtr0071241	Sptr-RA	0
X	8468460	8469460	0.0	1.0	X	8465690	8483885	FBgn0053223	CG33223	FBtr0071239	CG33223-RA	0
X	8468460	8469460	0.0	1.0	X	8467443	8469012	FBgn0030041	CG12116	FBtr0071240	CG12116-RA	0
X	8489635	8490635	0.0	1.0	X	8489348	8517029	FBgn0053181	CG33181	FBtr0113451	CG33181-RC	0
X	8491236	8492236	1.0	1.0	X	8489348	8517029	FBgn0053181	CG33181	FBtr0113451	CG33181-RC	0
X	8501118	8502118	1.0	1.0	X	8489348	8517029	FBgn0053181	CG33181	FBtr0113451	CG33181-RC	0
X	8501708	8502708	1.0	1.0	X	8489348	8517029	FBgn0053181	CG33181	FBtr0113451	CG33181-RC	0
X	8506452	8507452	1.0	0.0	X	8489348	8517029	FBgn0053181	CG33181	FBtr0113451	CG33181-RC	0
X	8517448	8518448	1.0	1.0	X	8517373	8555170	FBgn0264975	Nrg	FBtr0071207	Nrg-RA	0
X	8524186	8525186	0.0	1.0	X	8517373	8555170	FBgn0264975	Nrg	FBtr0071207	Nrg-RA	0
X	8529495	8530495	0.0	1.0	X	8517373	8555170	FBgn0264975	Nrg	FBtr0071207	Nrg-RA	0
X	8529495	8530495	0.0	1.0	X	8525387	8529698	FBgn0024943	PIP82	FBtr0071235	PIP82-RA	0
X	8533541	8534541	1.0	1.0	X	8517373	8555170	FBgn0264975	Nrg	FBtr0071207	Nrg-RA	0
X	8542104	8543104	0.0	1.0	X	8517373	8555170	FBgn0264975	Nrg	FBtr0071207	Nrg-RA	0
X	8558321	8559321	1.0	1.0	X	8555239	8558781	FBgn0026679	IntS4	FBtr0071234	IntS4-RA	0
X	8558321	8559321	1.0	1.0	X	8558879	8560192	FBgn0030048	CG12112	FBtr0071233	CG12112-RA	0
X	8560714	8561714	1.0	1.0	X	8560322	8570159	FBgn0030049	Trf4-1	FBtr0071212	Trf4-1-RC	0
X	8566402	8567402	1.0	0.0	X	8560322	8570159	FBgn0030049	Trf4-1	FBtr0071212	Trf4-1-RC	0
X	8568697	8569697	1.0	1.0	X	8560322	8570159	FBgn0030049	Trf4-1	FBtr0071212	Trf4-1-RC	0
X	8573991	8574991	1.0	1.0	X	8574306	8588528	FBgn0030052	CG12065	FBtr0071214	CG12065-RA	0
X	8588497	8589497	1.0	1.0	X	8574306	8588528	FBgn0030052	CG12065	FBtr0071214	CG12065-RA	0
X	8588497	8589497	1.0	1.0	X	8588811	8590774	FBgn0030053	CG12081	FBtr0071218	CG12081-RA	0
X	8591561	8592561	1.0	1.0	X	8590775	8591729	FBgn0040929	CG12659	FBtr0332627	CG12659-RC	0
X	8591561	8592561	1.0	1.0	X	8592031	8602036	FBgn0025864	Crag	FBtr0071219	Crag-RA	0
X	8605766	8606766	0.0	1.0	X	8602137	8606304	FBgn0030054	Caf1-180	FBtr0071228	Caf1-180-RB	0
X	8637465	8638465	0.0	1.0	X	8630159	8650681	FBgn0004102	oc	FBtr0300106	oc-RC	0
X	8640347	8641347	0.0	1.0	X	8630159	8650681	FBgn0004102	oc	FBtr0300106	oc-RC	0
X	8650573	8651573	1.0	1.0	X	8630159	8650681	FBgn0004102	oc	FBtr0300106	oc-RC	0
X	8676771	8677771	1.0	1.0	X	8677063	8680912	FBgn0030055	Rubicon	FBtr0071221	Rubicon-RA	0
X	8681350	8682350	1.0	1.0	X	8681252	8688760	FBgn0030056	CAH3	FBtr0071222	CAH3-RA	0
X	8682961	8683961	1.0	0.0	X	8681252	8688760	FBgn0030056	CAH3	FBtr0071222	CAH3-RA	0
X	8684836	8685836	1.0	0.0	X	8681252	8688760	FBgn0030056	CAH3	FBtr0071222	CAH3-RA	0
X	8688832	8689832	1.0	0.0	X	8688627	8690227	FBgn0030057	Ppt1	FBtr0071225	Ppt1-RA	0
X	8689688	8690688	1.0	1.0	X	8688627	8690227	FBgn0030057	Ppt1	FBtr0071225	Ppt1-RA	0
X	8689688	8690688	1.0	1.0	X	8690327	8691811	FBgn0027864	Ogg1	FBtr0071223	Ogg1-RA	0
X	8709106	8710106	1.0	1.0	X	8709652	8712478	FBgn0041629	Hexo2	FBtr0071249	Hexo2-RA	0
X	8714312	8715312	1.0	1.0	X	8712472	8714924	FBgn0030060	CG2004	FBtr0071281	CG2004-RA	0
X	8714312	8715312	1.0	1.0	X	8714936	8717065	FBgn0030061	CG1785	FBtr0071250	CG1785-RA	0
X	8719993	8720993	1.0	1.0	X	8716713	8720277	FBgn0027330	l(1)G0020	FBtr0071280	l(1)G0020-RA	0
X	8719993	8720993	1.0	1.0	X	8720520	8721503	FBgn0030063	CG1789	FBtr0071251	CG1789-RA	0
X	8721195	8722195	1.0	0.0	X	8720520	8721503	FBgn0030063	CG1789	FBtr0071251	CG1789-RA	0
X	8755099	8756099	0.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	440
X	8757599	8758599	1.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8770565	8771565	0.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8772058	8773058	1.0	0.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8779185	8780185	1.0	0.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8780659	8781659	0.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8785311	8786311	0.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8795439	8796439	0.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8805436	8806436	1.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	0
X	8806327	8807327	1.0	1.0	X	8756539	8805804	FBgn0026411	Lim1	FBtr0071279	Lim1-RA	-523
X	8837643	8838643	1.0	1.0	X	8838323	8872774	FBgn0030065	CG12075	FBtr0071253	CG12075-RA	0
X	8863769	8864769	1.0	1.0	X	8838323	8872774	FBgn0030065	CG12075	FBtr0071253	CG12075-RA	0
X	8873455	8874455	1.0	0.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8876902	8877902	1.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8878175	8879175	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8883620	8884620	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8885831	8886831	1.0	0.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8887179	8888179	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8887897	8888897	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8888446	8889446	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8891128	8892128	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8894961	8895961	0.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
X	8897328	8898328	1.0	1.0	X	8873012	8898332	FBgn0011661	Moe	FBtr0071271	Moe-RA	0
