Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Distance
X,10628021,10629021,0.0,1.0,X,10376651,10381352,FBgn0052681,-246670
X,10632341,10633341,0.0,1.0,X,10376651,10381352,FBgn0052681,-250990
X,10634237,10635237,0.0,1.0,X,10376651,10381352,FBgn0052681,-252886
X,10644171,10645171,0.0,1.0,X,10376651,10381352,FBgn0052681,-262820
X,10645679,10646679,0.0,1.0,X,10376651,10381352,FBgn0052681,-264328
X,10647527,10648527,0.0,1.0,X,10376651,10381352,FBgn0052681,-266176
X,10651942,10652942,0.0,1.0,X,10376651,10381352,FBgn0052681,-270591
X,10656068,10657068,0.0,1.0,X,10376651,10381352,FBgn0052681,-274717
X,10657181,10658181,1.0,0.0,X,10376651,10381352,FBgn0052681,-275830
X,10662469,10663469,0.0,1.0,X,10376651,10381352,FBgn0052681,-281118
X,10664382,10665382,0.0,1.0,X,10376651,10381352,FBgn0052681,-283031
X,10669116,10670116,0.0,1.0,X,10376651,10381352,FBgn0052681,-287765
X,10671264,10672264,0.0,1.0,X,10376651,10381352,FBgn0052681,-289913
X,10682885,10683885,0.0,1.0,X,10376651,10381352,FBgn0052681,-301534
X,10683694,10684694,0.0,1.0,X,10376651,10381352,FBgn0052681,-302343
X,10694543,10695543,0.0,1.0,X,10376651,10381352,FBgn0052681,-313192
X,10695374,10696374,0.0,1.0,X,10376651,10381352,FBgn0052681,-314023
X,10697142,10698142,0.0,1.0,X,10376651,10381352,FBgn0052681,-315791
X,10717563,10718563,1.0,1.0,X,10376651,10381352,FBgn0052681,-336212
X,10719029,10720029,1.0,0.0,X,10376651,10381352,FBgn0052681,-337678
X,10719636,10720636,1.0,0.0,X,10376651,10381352,FBgn0052681,-338285
X,10721448,10722448,0.0,1.0,X,10376651,10381352,FBgn0052681,-340097
X,10729652,10730652,1.0,1.0,X,10376651,10381352,FBgn0052681,-348301
X,10730153,10731153,1.0,1.0,X,10376651,10381352,FBgn0052681,-348802
X,10731090,10732090,1.0,1.0,X,10376651,10381352,FBgn0052681,-349739
X,10731837,10732837,0.0,1.0,X,10376651,10381352,FBgn0052681,-350486
X,10733623,10734623,0.0,1.0,X,10376651,10381352,FBgn0052681,-352272
X,10734410,10735410,0.0,1.0,X,10376651,10381352,FBgn0052681,-353059
X,10735512,10736512,1.0,1.0,X,10376651,10381352,FBgn0052681,-354161
X,10737343,10738343,0.0,1.0,X,10376651,10381352,FBgn0052681,-355992
X,10738548,10739548,1.0,0.0,X,10376651,10381352,FBgn0052681,-357197
X,10742057,10743057,1.0,1.0,X,10376651,10381352,FBgn0052681,-360706
X,10744333,10745333,1.0,1.0,X,10376651,10381352,FBgn0052681,-362982
X,10756093,10757093,0.0,1.0,X,10376651,10381352,FBgn0052681,-374742
X,10757243,10758243,0.0,1.0,X,10376651,10381352,FBgn0052681,-375892
X,10758506,10759506,0.0,1.0,X,10376651,10381352,FBgn0052681,-377155
X,10762966,10763966,1.0,1.0,X,10376651,10381352,FBgn0052681,-381615
X,10763751,10764751,1.0,1.0,X,10376651,10381352,FBgn0052681,-382400
X,10767447,10768447,1.0,1.0,X,10376651,10381352,FBgn0052681,-386096
X,10772059,10773059,1.0,1.0,X,10376651,10381352,FBgn0052681,-390708
X,10775348,10776348,0.0,1.0,X,10376651,10381352,FBgn0052681,-393997
X,10783380,10784380,1.0,1.0,X,10376651,10381352,FBgn0052681,-402029
X,10784179,10785179,1.0,1.0,X,10376651,10381352,FBgn0052681,-402828
X,10784803,10785803,1.0,0.0,X,10376651,10381352,FBgn0052681,-403452
X,10785511,10786511,1.0,1.0,X,10376651,10381352,FBgn0052681,-404160
X,10786397,10787397,0.0,1.0,X,10376651,10381352,FBgn0052681,-405046
X,10796543,10797543,0.0,1.0,X,10376651,10381352,FBgn0052681,-415192
X,10801626,10802626,1.0,1.0,X,10376651,10381352,FBgn0052681,-420275
X,10802492,10803492,1.0,1.0,X,10376651,10381352,FBgn0052681,-421141
X,10805908,10806908,1.0,1.0,X,10376651,10381352,FBgn0052681,-424557
X,10815306,10816306,1.0,1.0,X,10376651,10381352,FBgn0052681,-433955
X,10816583,10817583,0.0,1.0,X,10376651,10381352,FBgn0052681,-435232
X,10818618,10819618,0.0,1.0,X,10376651,10381352,FBgn0052681,-437267
X,10822363,10823363,0.0,1.0,X,10376651,10381352,FBgn0052681,-441012
X,10823057,10824057,0.0,1.0,X,10376651,10381352,FBgn0052681,-441706
X,10835299,10836299,0.0,1.0,X,10376651,10381352,FBgn0052681,-453948
X,10838618,10839618,1.0,1.0,X,10376651,10381352,FBgn0052681,-457267
X,10841369,10842369,0.0,1.0,X,10376651,10381352,FBgn0052681,-460018
X,10845011,10846011,1.0,0.0,X,10376651,10381352,FBgn0052681,-463660
X,10846571,10847571,1.0,1.0,X,10376651,10381352,FBgn0052681,-465220
X,10848475,10849475,1.0,1.0,X,10376651,10381352,FBgn0052681,-467124
X,10851090,10852090,1.0,0.0,X,10376651,10381352,FBgn0052681,-469739
X,10857294,10858294,1.0,1.0,X,10376651,10381352,FBgn0052681,-475943
X,10865309,10866309,1.0,0.0,X,11348120,11348865,FBgn0030290,481812
X,10873905,10874905,1.0,0.0,X,11348120,11348865,FBgn0030290,473216
X,10875956,10876956,1.0,0.0,X,11348120,11348865,FBgn0030290,471165
X,10877123,10878123,1.0,1.0,X,11348120,11348865,FBgn0030290,469998
X,10883388,10884388,0.0,1.0,X,11348120,11348865,FBgn0030290,463733
X,10887405,10888405,1.0,0.0,X,11348120,11348865,FBgn0030290,459716
X,10898836,10899836,1.0,1.0,X,11348120,11348865,FBgn0030290,448285
X,10906221,10907221,0.0,1.0,X,11348120,11348865,FBgn0030290,440900
X,10907678,10908678,0.0,1.0,X,11348120,11348865,FBgn0030290,439443
X,10923447,10924447,0.0,1.0,X,11348120,11348865,FBgn0030290,423674
X,10926044,10927044,0.0,1.0,X,11348120,11348865,FBgn0030290,421077
X,10926948,10927948,1.0,1.0,X,11348120,11348865,FBgn0030290,420173
X,10929380,10930380,0.0,1.0,X,11348120,11348865,FBgn0030290,417741
X,10930542,10931542,1.0,1.0,X,11348120,11348865,FBgn0030290,416579
X,10972898,10973898,0.0,1.0,X,11348120,11348865,FBgn0030290,374223
X,10979360,10980360,0.0,1.0,X,11348120,11348865,FBgn0030290,367761
X,10980386,10981386,0.0,1.0,X,11348120,11348865,FBgn0030290,366735
X,10994330,10995330,0.0,1.0,X,11348120,11348865,FBgn0030290,352791
X,10995213,10996213,0.0,1.0,X,11348120,11348865,FBgn0030290,351908
X,11014240,11015240,0.0,1.0,X,11348120,11348865,FBgn0030290,332881
X,11019229,11020229,0.0,1.0,X,11348120,11348865,FBgn0030290,327892
X,11025058,11026058,0.0,1.0,X,11348120,11348865,FBgn0030290,322063
X,11031429,11032429,0.0,1.0,X,11348120,11348865,FBgn0030290,315692
X,11039439,11040439,0.0,1.0,X,11348120,11348865,FBgn0030290,307682
X,11041859,11042859,0.0,1.0,X,11348120,11348865,FBgn0030290,305262
X,11046531,11047531,0.0,1.0,X,11348120,11348865,FBgn0030290,300590
X,11050067,11051067,0.0,1.0,X,11348120,11348865,FBgn0030290,297054
X,11053175,11054175,0.0,1.0,X,11348120,11348865,FBgn0030290,293946
X,11059489,11060489,0.0,1.0,X,11348120,11348865,FBgn0030290,287632
X,11062687,11063687,0.0,1.0,X,11348120,11348865,FBgn0030290,284434
X,11064005,11065005,0.0,1.0,X,11348120,11348865,FBgn0030290,283116
X,11068151,11069151,0.0,1.0,X,11348120,11348865,FBgn0030290,278970
X,11080810,11081810,0.0,1.0,X,11348120,11348865,FBgn0030290,266311
X,11081577,11082577,1.0,0.0,X,11348120,11348865,FBgn0030290,265544
X,11085828,11086828,1.0,1.0,X,11348120,11348865,FBgn0030290,261293
X,11090056,11091056,1.0,1.0,X,11348120,11348865,FBgn0030290,257065
X,11095693,11096693,1.0,1.0,X,11348120,11348865,FBgn0030290,251428
X,11096279,11097279,1.0,1.0,X,11348120,11348865,FBgn0030290,250842
X,11098275,11099275,1.0,1.0,X,11348120,11348865,FBgn0030290,248846
X,11100887,11101887,1.0,1.0,X,11348120,11348865,FBgn0030290,246234
X,11102323,11103323,1.0,1.0,X,11348120,11348865,FBgn0030290,244798
X,11108201,11109201,1.0,1.0,X,11348120,11348865,FBgn0030290,238920
X,11124039,11125039,1.0,1.0,X,11348120,11348865,FBgn0030290,223082
X,11128498,11129498,1.0,1.0,X,11348120,11348865,FBgn0030290,218623
X,11133752,11134752,1.0,0.0,X,11348120,11348865,FBgn0030290,213369
X,11136250,11137250,1.0,1.0,X,11348120,11348865,FBgn0030290,210871
X,11137359,11138359,1.0,1.0,X,11348120,11348865,FBgn0030290,209762
X,11139903,11140903,1.0,0.0,X,11348120,11348865,FBgn0030290,207218
X,11143577,11144577,0.0,1.0,X,11348120,11348865,FBgn0030290,203544
X,11146279,11147279,0.0,1.0,X,11348120,11348865,FBgn0030290,200842
X,11147668,11148668,1.0,1.0,X,11348120,11348865,FBgn0030290,199453
X,11149186,11150186,1.0,1.0,X,11348120,11348865,FBgn0030290,197935
X,11154159,11155159,1.0,1.0,X,11348120,11348865,FBgn0030290,192962
X,11155138,11156138,1.0,0.0,X,11348120,11348865,FBgn0030290,191983
X,11155630,11156630,1.0,0.0,X,11348120,11348865,FBgn0030290,191491
X,11164886,11165886,0.0,1.0,X,11348120,11348865,FBgn0030290,182235
X,11171399,11172399,0.0,1.0,X,11348120,11348865,FBgn0030290,175722
X,11172163,11173163,0.0,1.0,X,11348120,11348865,FBgn0030290,174958
X,11179140,11180140,0.0,1.0,X,11348120,11348865,FBgn0030290,167981
X,11180008,11181008,0.0,1.0,X,11348120,11348865,FBgn0030290,167113
X,11180772,11181772,0.0,1.0,X,11348120,11348865,FBgn0030290,166349
X,11227717,11228717,0.0,1.0,X,11348120,11348865,FBgn0030290,119404
X,11235156,11236156,0.0,1.0,X,11348120,11348865,FBgn0030290,111965
X,11237062,11238062,0.0,1.0,X,11348120,11348865,FBgn0030290,110059
X,11237798,11238798,0.0,1.0,X,11348120,11348865,FBgn0030290,109323
X,11239279,11240279,0.0,1.0,X,11348120,11348865,FBgn0030290,107842
X,11241704,11242704,0.0,1.0,X,11348120,11348865,FBgn0030290,105417
X,11253902,11254902,0.0,1.0,X,11348120,11348865,FBgn0030290,93219
X,11254527,11255527,0.0,1.0,X,11348120,11348865,FBgn0030290,92594
X,11255311,11256311,0.0,1.0,X,11348120,11348865,FBgn0030290,91810
X,11265080,11266080,0.0,1.0,X,11348120,11348865,FBgn0030290,82041
X,11284766,11285766,0.0,1.0,X,11348120,11348865,FBgn0030290,62355
X,11293359,11294359,0.0,1.0,X,11348120,11348865,FBgn0030290,53762
X,11311880,11312880,0.0,1.0,X,11348120,11348865,FBgn0030290,35241
X,11318748,11319748,0.0,1.0,X,11348120,11348865,FBgn0030290,28373
X,11325487,11326487,1.0,1.0,X,11348120,11348865,FBgn0030290,21634
X,11332965,11333965,1.0,0.0,X,11348120,11348865,FBgn0030290,14156
X,11334060,11335060,1.0,0.0,X,11348120,11348865,FBgn0030290,13061
X,11339521,11340521,1.0,1.0,X,11348120,11348865,FBgn0030290,7600
X,11341169,11342169,1.0,0.0,X,11348120,11348865,FBgn0030290,5952
X,11347413,11348413,1.0,1.0,X,11348120,11348865,FBgn0030290,0
X,11348647,11349647,0.0,1.0,X,11348120,11348865,FBgn0030290,0
X,11350274,11351274,1.0,1.0,X,11348120,11348865,FBgn0030290,-1410
X,11355632,11356632,1.0,1.0,X,11348120,11348865,FBgn0030290,-6768
X,11358888,11359888,1.0,1.0,X,11348120,11348865,FBgn0030290,-10024
X,11360297,11361297,1.0,0.0,X,11348120,11348865,FBgn0030290,-11433
X,11367861,11368861,1.0,1.0,X,11348120,11348865,FBgn0030290,-18997
X,11369766,11370766,0.0,1.0,X,11348120,11348865,FBgn0030290,-20902
X,11372470,11373470,0.0,1.0,X,11348120,11348865,FBgn0030290,-23606
X,11378069,11379069,0.0,1.0,X,11348120,11348865,FBgn0030290,-29205
X,11379827,11380827,0.0,1.0,X,11409947,11411667,FBgn0030296,29121
X,11383410,11384410,0.0,1.0,X,11409947,11411667,FBgn0030296,25538
X,11384322,11385322,0.0,1.0,X,11409947,11411667,FBgn0030296,24626
X,11389500,11390500,1.0,1.0,X,11409947,11411667,FBgn0030296,19448
X,11390282,11391282,1.0,0.0,X,11409947,11411667,FBgn0030296,18666
X,11392942,11393942,0.0,1.0,X,11409947,11411667,FBgn0030296,16006
X,11396970,11397970,1.0,0.0,X,11409947,11411667,FBgn0030296,11978
X,11420668,11421668,1.0,0.0,X,11409947,11411667,FBgn0030296,-9002
X,11423258,11424258,1.0,1.0,X,11409947,11411667,FBgn0030296,-11592
X,11425302,11426302,1.0,0.0,X,11409947,11411667,FBgn0030296,-13636
X,11425811,11426811,1.0,1.0,X,11409947,11411667,FBgn0030296,-14145
X,11426885,11427885,1.0,1.0,X,11409947,11411667,FBgn0030296,-15219
X,11430615,11431615,0.0,1.0,X,11409947,11411667,FBgn0030296,-18949
X,11433651,11434651,1.0,1.0,X,11409947,11411667,FBgn0030296,-21985
X,11439998,11440998,0.0,1.0,X,11409947,11411667,FBgn0030296,-28332
X,11441683,11442683,1.0,1.0,X,11409947,11411667,FBgn0030296,-30017
X,11446996,11447996,1.0,1.0,X,11409947,11411667,FBgn0030296,-35330
X,11448374,11449374,1.0,0.0,X,11409947,11411667,FBgn0030296,-36708
X,11448979,11449979,0.0,1.0,X,11486546,11491573,FBgn0030307,36568
X,11453385,11454385,1.0,1.0,X,11486546,11491573,FBgn0030307,32162
X,11476688,11477688,0.0,1.0,X,11486546,11491573,FBgn0030307,8859
X,11480012,11481012,0.0,1.0,X,11486546,11491573,FBgn0030307,5535
X,11480693,11481693,0.0,1.0,X,11486546,11491573,FBgn0030307,4854
X,11483143,11484143,1.0,1.0,X,11486546,11491573,FBgn0030307,2404
X,11484817,11485817,1.0,1.0,X,11486546,11491573,FBgn0030307,730
X,11492606,11493606,1.0,1.0,X,11486546,11491573,FBgn0030307,-1034
X,11494733,11495733,0.0,1.0,X,11486546,11491573,FBgn0030307,-3161
X,11501339,11502339,0.0,1.0,X,11486546,11491573,FBgn0030307,-9767
X,11502071,11503071,0.0,1.0,X,11486546,11491573,FBgn0030307,-10499
X,11505137,11506137,0.0,1.0,X,11486546,11491573,FBgn0030307,-13565
X,11517068,11518068,0.0,1.0,X,11486546,11491573,FBgn0030307,-25496
X,11519655,11520655,1.0,1.0,X,11486546,11491573,FBgn0030307,-28083
X,11524520,11525520,0.0,1.0,X,11486546,11491573,FBgn0030307,-32948
X,11530942,11531942,0.0,1.0,X,11486546,11491573,FBgn0030307,-39370
X,11532727,11533727,0.0,1.0,X,11486546,11491573,FBgn0030307,-41155
X,11541895,11542895,0.0,1.0,X,11486546,11491573,FBgn0030307,-50323
X,11542580,11543580,0.0,1.0,X,11486546,11491573,FBgn0030307,-51008
X,11543894,11544894,0.0,1.0,X,11486546,11491573,FBgn0030307,-52322
X,11558151,11559151,1.0,1.0,X,11486546,11491573,FBgn0030307,-66579
X,11559944,11560944,1.0,1.0,X,11486546,11491573,FBgn0030307,-68372
X,11561257,11562257,1.0,1.0,X,11486546,11491573,FBgn0030307,-69685
X,11569846,11570846,1.0,1.0,X,11486546,11491573,FBgn0030307,-78274
X,11571858,11572858,0.0,1.0,X,11486546,11491573,FBgn0030307,-80286
X,11573350,11574350,0.0,1.0,X,11486546,11491573,FBgn0030307,-81778
X,11576253,11577253,1.0,1.0,X,11486546,11491573,FBgn0030307,-84681
X,11578745,11579745,1.0,0.0,X,11486546,11491573,FBgn0030307,-87173
X,11580075,11581075,1.0,1.0,X,11486546,11491573,FBgn0030307,-88503
X,11587102,11588102,1.0,1.0,X,11486546,11491573,FBgn0030307,-95530
X,11589190,11590190,1.0,1.0,X,11486546,11491573,FBgn0030307,-97618
X,11591088,11592088,1.0,1.0,X,11486546,11491573,FBgn0030307,-99516
X,11591560,11592560,1.0,0.0,X,11486546,11491573,FBgn0030307,-99988
X,11593151,11594151,0.0,1.0,X,11486546,11491573,FBgn0030307,-101579
X,11593609,11594609,1.0,0.0,X,11486546,11491573,FBgn0030307,-102037
X,11595468,11596468,1.0,1.0,X,11486546,11491573,FBgn0030307,-103896
X,11597340,11598340,1.0,1.0,X,11486546,11491573,FBgn0030307,-105768
X,11597845,11598845,1.0,0.0,X,11486546,11491573,FBgn0030307,-106273
X,11599481,11600481,1.0,1.0,X,11486546,11491573,FBgn0030307,-107909
X,11600368,11601368,1.0,1.0,X,11486546,11491573,FBgn0030307,-108796
X,11601046,11602046,0.0,1.0,X,11486546,11491573,FBgn0030307,-109474
X,11605140,11606140,1.0,0.0,X,11486546,11491573,FBgn0030307,-113568
X,11611200,11612200,1.0,1.0,X,11486546,11491573,FBgn0030307,-119628
X,11615242,11616242,0.0,1.0,X,11486546,11491573,FBgn0030307,-123670
X,11615910,11616910,1.0,1.0,X,11486546,11491573,FBgn0030307,-124338
X,11621490,11622490,1.0,1.0,X,11486546,11491573,FBgn0030307,-129918
X,11624613,11625613,1.0,0.0,X,11486546,11491573,FBgn0030307,-133041
X,11631424,11632424,0.0,1.0,X,11486546,11491573,FBgn0030307,-139852
X,11632609,11633609,0.0,1.0,X,11486546,11491573,FBgn0030307,-141037
X,11644217,11645217,0.0,1.0,X,11486546,11491573,FBgn0030307,-152645
X,11651370,11652370,0.0,1.0,X,11486546,11491573,FBgn0030307,-159798
X,11656505,11657505,0.0,1.0,X,11486546,11491573,FBgn0030307,-164933
X,11658844,11659844,0.0,1.0,X,11486546,11491573,FBgn0030307,-167272
X,11660985,11661985,1.0,0.0,X,11486546,11491573,FBgn0030307,-169413
X,11662055,11663055,1.0,0.0,X,11486546,11491573,FBgn0030307,-170483
X,11678868,11679868,1.0,1.0,X,11486546,11491573,FBgn0030307,-187296
X,11681297,11682297,1.0,1.0,X,11486546,11491573,FBgn0030307,-189725
X,11683131,11684131,1.0,1.0,X,11486546,11491573,FBgn0030307,-191559
X,11684283,11685283,1.0,0.0,X,11486546,11491573,FBgn0030307,-192711
X,11685917,11686917,1.0,1.0,X,11486546,11491573,FBgn0030307,-194345
X,11687841,11688841,1.0,0.0,X,11486546,11491573,FBgn0030307,-196269
X,11692048,11693048,1.0,1.0,X,11486546,11491573,FBgn0030307,-200476
X,11695063,11696063,1.0,1.0,X,11486546,11491573,FBgn0030307,-203491
X,11708566,11709566,1.0,0.0,X,11906452,11906868,FBgn0262686,196887
X,11709428,11710428,1.0,1.0,X,11906452,11906868,FBgn0262686,196025
X,11714174,11715174,1.0,1.0,X,11906452,11906868,FBgn0262686,191279
X,11715961,11716961,1.0,1.0,X,11906452,11906868,FBgn0262686,189492
X,11719961,11720961,1.0,1.0,X,11906452,11906868,FBgn0262686,185492
X,11729750,11730750,0.0,1.0,X,11906452,11906868,FBgn0262686,175703
X,11732468,11733468,0.0,1.0,X,11906452,11906868,FBgn0262686,172985
X,11764466,11765466,1.0,1.0,X,11906452,11906868,FBgn0262686,140987
X,11775796,11776796,0.0,1.0,X,11906452,11906868,FBgn0262686,129657
X,11782893,11783893,0.0,1.0,X,11906452,11906868,FBgn0262686,122560
X,11792163,11793163,1.0,1.0,X,11906452,11906868,FBgn0262686,113290
X,11805294,11806294,1.0,1.0,X,11906452,11906868,FBgn0262686,100159
X,11806895,11807895,1.0,1.0,X,11906452,11906868,FBgn0262686,98558
X,11817107,11818107,1.0,1.0,X,11906452,11906868,FBgn0262686,88346
X,11819667,11820667,0.0,1.0,X,11906452,11906868,FBgn0262686,85786
X,11820360,11821360,1.0,1.0,X,11906452,11906868,FBgn0262686,85093
X,11822830,11823830,1.0,1.0,X,11906452,11906868,FBgn0262686,82623
X,11839039,11840039,1.0,0.0,X,11906452,11906868,FBgn0262686,66414
X,11851944,11852944,1.0,1.0,X,11906452,11906868,FBgn0262686,53509
X,11854494,11855494,1.0,1.0,X,11906452,11906868,FBgn0262686,50959
X,11856094,11857094,1.0,0.0,X,11906452,11906868,FBgn0262686,49359
X,11868553,11869553,1.0,1.0,X,11906452,11906868,FBgn0262686,36900
X,11872187,11873187,0.0,1.0,X,11906452,11906868,FBgn0262686,33266
X,11872862,11873862,1.0,1.0,X,11906452,11906868,FBgn0262686,32591
X,11874760,11875760,1.0,0.0,X,11906452,11906868,FBgn0262686,30693
X,11876796,11877796,1.0,1.0,X,11906452,11906868,FBgn0262686,28657
X,11881705,11882705,1.0,1.0,X,11906452,11906868,FBgn0262686,23748
X,11886527,11887527,1.0,1.0,X,11906452,11906868,FBgn0262686,18926
X,11887959,11888959,0.0,1.0,X,11906452,11906868,FBgn0262686,17494
X,11891626,11892626,1.0,1.0,X,11906452,11906868,FBgn0262686,13827
X,11904670,11905670,1.0,1.0,X,11906452,11906868,FBgn0262686,783
X,11913264,11914264,0.0,1.0,X,11906452,11906868,FBgn0262686,-6397
X,11914484,11915484,1.0,1.0,X,11906452,11906868,FBgn0262686,-7617
X,11915040,11916040,0.0,1.0,X,11906452,11906868,FBgn0262686,-8173
X,11916857,11917857,1.0,1.0,X,11906452,11906868,FBgn0262686,-9990
X,11922168,11923168,1.0,1.0,X,11906452,11906868,FBgn0262686,-15301
X,11924735,11925735,1.0,0.0,X,11906452,11906868,FBgn0262686,-17868
X,11930376,11931376,0.0,1.0,X,11906452,11906868,FBgn0262686,-23509
X,11981280,11982280,0.0,1.0,X,11906452,11906868,FBgn0262686,-74413
X,11983143,11984143,0.0,1.0,X,11906452,11906868,FBgn0262686,-76276
X,12003566,12004566,0.0,1.0,X,12072008,12072818,FBgn0030373,67443
X,12004331,12005331,0.0,1.0,X,12072008,12072818,FBgn0030373,66678
X,12006846,12007846,1.0,1.0,X,12072008,12072818,FBgn0030373,64163
X,12011836,12012836,1.0,1.0,X,12072008,12072818,FBgn0030373,59173
X,12013881,12014881,1.0,0.0,X,12072008,12072818,FBgn0030373,57128
X,12014741,12015741,1.0,1.0,X,12072008,12072818,FBgn0030373,56268
X,12017481,12018481,1.0,1.0,X,12072008,12072818,FBgn0030373,53528
X,12018347,12019347,1.0,1.0,X,12072008,12072818,FBgn0030373,52662
X,12020754,12021754,1.0,1.0,X,12072008,12072818,FBgn0030373,50255
X,12028188,12029188,1.0,1.0,X,12072008,12072818,FBgn0030373,42821
X,12035495,12036495,0.0,1.0,X,12072008,12072818,FBgn0030373,35514
X,12049863,12050863,0.0,1.0,X,12072008,12072818,FBgn0030373,21146
X,12057116,12058116,0.0,1.0,X,12072008,12072818,FBgn0030373,13893
X,12073934,12074934,0.0,1.0,X,12072008,12072818,FBgn0030373,-1117
X,12075769,12076769,0.0,1.0,X,12072008,12072818,FBgn0030373,-2952
X,12081686,12082686,0.0,1.0,X,12072008,12072818,FBgn0030373,-8869
X,12085003,12086003,0.0,1.0,X,12072008,12072818,FBgn0030373,-12186
X,12085598,12086598,0.0,1.0,X,12072008,12072818,FBgn0030373,-12781
X,12090091,12091091,0.0,1.0,X,12072008,12072818,FBgn0030373,-17274
X,12103951,12104951,0.0,1.0,X,12072008,12072818,FBgn0030373,-31134
X,12105185,12106185,0.0,1.0,X,12072008,12072818,FBgn0030373,-32368
X,12113889,12114889,0.0,1.0,X,12072008,12072818,FBgn0030373,-41072
X,12119128,12120128,0.0,1.0,X,12072008,12072818,FBgn0030373,-46311
X,12126642,12127642,0.0,1.0,X,12072008,12072818,FBgn0030373,-53825
X,12127715,12128715,0.0,1.0,X,12072008,12072818,FBgn0030373,-54898
X,12140787,12141787,0.0,1.0,X,12072008,12072818,FBgn0030373,-67970
X,12144349,12145349,0.0,1.0,X,12072008,12072818,FBgn0030373,-71532
X,12147082,12148082,0.0,1.0,X,12072008,12072818,FBgn0030373,-74265
X,12157375,12158375,0.0,1.0,X,12234562,12235877,FBgn0052655,76188
X,12165641,12166641,0.0,1.0,X,12234562,12235877,FBgn0052655,67922
X,12178520,12179520,0.0,1.0,X,12234562,12235877,FBgn0052655,55043
X,12179578,12180578,0.0,1.0,X,12234562,12235877,FBgn0052655,53985
X,12183838,12184838,0.0,1.0,X,12234562,12235877,FBgn0052655,49725
X,12203203,12204203,1.0,1.0,X,12234562,12235877,FBgn0052655,30360
X,12232124,12233124,0.0,1.0,X,12234562,12235877,FBgn0052655,1439
X,12240974,12241974,0.0,1.0,X,12234562,12235877,FBgn0052655,-5098
X,12243918,12244918,0.0,1.0,X,12234562,12235877,FBgn0052655,-8042
X,12247462,12248462,0.0,1.0,X,12234562,12235877,FBgn0052655,-11586
X,12249828,12250828,0.0,1.0,X,12234562,12235877,FBgn0052655,-13952
X,12251136,12252136,0.0,1.0,X,12234562,12235877,FBgn0052655,-15260
X,12252891,12253891,0.0,1.0,X,12234562,12235877,FBgn0052655,-17015
X,12258134,12259134,0.0,1.0,X,12274635,12275155,FBgn0267163,15502
X,12265842,12266842,0.0,1.0,X,12274635,12275155,FBgn0267163,7794
X,12266794,12267794,0.0,1.0,X,12274635,12275155,FBgn0267163,6842
X,12280975,12281975,0.0,1.0,X,12274635,12275155,FBgn0267163,-5821
X,12286424,12287424,0.0,1.0,X,12274635,12275155,FBgn0267163,-11270
X,12304669,12305669,0.0,1.0,X,12274635,12275155,FBgn0267163,-29515
X,12305296,12306296,0.0,1.0,X,12274635,12275155,FBgn0267163,-30142
X,12306317,12307317,0.0,1.0,X,12274635,12275155,FBgn0267163,-31163
X,12307759,12308759,0.0,1.0,X,12274635,12275155,FBgn0267163,-32605
X,12325858,12326858,0.0,1.0,X,12274635,12275155,FBgn0267163,-50704
X,12335346,12336346,0.0,1.0,X,12274635,12275155,FBgn0267163,-60192
X,12338710,12339710,0.0,1.0,X,12274635,12275155,FBgn0267163,-63556
X,12342377,12343377,0.0,1.0,X,12274635,12275155,FBgn0267163,-67223
X,12348111,12349111,0.0,1.0,X,12274635,12275155,FBgn0267163,-72957
X,12350787,12351787,0.0,1.0,X,12274635,12275155,FBgn0267163,-75633
X,12377885,12378885,0.0,1.0,X,12454729,12455683,FBgn0030389,75845
X,12387552,12388552,0.0,1.0,X,12454729,12455683,FBgn0030389,66178
X,12388815,12389815,0.0,1.0,X,12454729,12455683,FBgn0030389,64915
X,12389886,12390886,0.0,1.0,X,12454729,12455683,FBgn0030389,63844
X,12394737,12395737,0.0,1.0,X,12454729,12455683,FBgn0030389,58993
X,12398047,12399047,0.0,1.0,X,12454729,12455683,FBgn0030389,55683
X,12398814,12399814,0.0,1.0,X,12454729,12455683,FBgn0030389,54916
X,12403628,12404628,0.0,1.0,X,12454729,12455683,FBgn0030389,50102
X,12436812,12437812,0.0,1.0,X,12454729,12455683,FBgn0030389,16918
X,12459817,12460817,1.0,0.0,X,12454729,12455683,FBgn0030389,-4135
X,12463156,12464156,1.0,1.0,X,12454729,12455683,FBgn0030389,-7474
X,12466718,12467718,0.0,1.0,X,12454729,12455683,FBgn0030389,-11036
X,12469854,12470854,1.0,1.0,X,12454729,12455683,FBgn0030389,-14172
X,12471760,12472760,1.0,1.0,X,12454729,12455683,FBgn0030389,-16078
X,12496520,12497520,1.0,1.0,X,12454729,12455683,FBgn0030389,-40838
X,12510622,12511622,1.0,0.0,X,12454729,12455683,FBgn0030389,-54940
X,12512007,12513007,1.0,0.0,X,12454729,12455683,FBgn0030389,-56325
X,12523618,12524618,0.0,1.0,X,12454729,12455683,FBgn0030389,-67936
X,12525465,12526465,0.0,1.0,X,12454729,12455683,FBgn0030389,-69783
X,12529602,12530602,0.0,1.0,X,12454729,12455683,FBgn0030389,-73920
X,12531787,12532787,0.0,1.0,X,12454729,12455683,FBgn0030389,-76105
X,12534720,12535720,0.0,1.0,X,12454729,12455683,FBgn0030389,-79038
